incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type
822646479,C17051143,6/20/2017 12:00,"FRAUD, BAD CHECKS","FRAUD, BAD CHECKS",,10700 Block 18 AV SW,,SEATTLE,WA,98146,,47.5070819,-122.3577567,10/19/2017 5:31,11/16/2017 6:32,POINT (-122.3577567 47.5070819),12,Tuesday,Property Crime
822646476,C17702805,9/1/2017 9:00,VANDALISM OVER $1500,VANDALISM OVER $1500,,7200 Block 134TH CT SE,,NEWCASTLE,WA,98059,,47.5378317,-122.1610636,10/19/2017 5:31,11/16/2017 6:32,POINT (-122.1610636 47.5378317),9,Friday,Property Crime
822646431,C17702809,10/2/2017 14:25,IDENTITY THEFT,IDENTITY THEFT,,28000 Block MAPLE RIDGE WAY SE,,MAPLE VALLEY,WA,98038,,47.3511656,-122.0073415,10/19/2017 5:30,11/16/2017 6:32,POINT (-122.0073415 47.3511656),14,Monday,Property Crime
822646401,C17702801,10/4/2017 10:25,"LARCENY, TFB","LARCENY, TFB",,25800 Block 164TH AVE SE,,COVINGTON,WA,98042,,47.370635,-122.120278,10/19/2017 5:30,11/16/2017 6:32,POINT (-122.120278 47.370635),10,Wednesday,Theft
822646382,C17051167,10/9/2017 1:20,VANDALISM UNDER $1500,VANDALISM UNDER $1500,,11600 Block AMBAUM BLVD,,BURIEN,WA,98146,,47.4991098,-122.3550479,10/19/2017 5:30,11/16/2017 6:32,POINT (-122.3550479 47.4991098),1,Monday,Property Crime
822646378,C17702804,10/10/2017 10:35,IDENTITY THEFT,IDENTITY THEFT,,3700 Block 246TH AVE SE,,SAMMAMISH,WA,98029,,47.5760704,-122.0135972,10/19/2017 5:30,11/16/2017 6:32,POINT (-122.0135972 47.5760704),10,Tuesday,Property Crime
822732813,C17051130,10/11/2017 4:00,"LARCENY, NSC","LARCENY, NSC",,4600 Block S 188 ST,,SEATAC,WA,98188,,47.4343104,-122.2747765,10/20/2017 5:30,11/16/2017 6:32,POINT (-122.2747765 47.4343104),4,Wednesday,Theft
822732807,C17051210,10/13/2017 18:00,VANDALISM OVER $1500,VANDALISM OVER $1500,,27000 Block 176 PL SE,,COVINGTON,WA,98042,,47.3597473,-122.1066463,10/20/2017 5:30,11/16/2017 6:32,POINT (-122.1066463 47.3597473),18,Friday,Property Crime
823444497,C17051311,10/13/2017 21:00,"VIOLATION OF COURT ORDERS, (FELONY)","VIOLATION OF COURT ORDERS, (FELONY)",,10600 Block 3 AV SW,,SEATTLE,WA,98146,,47.508605,-122.3379415,10/24/2017 5:30,11/16/2017 6:32,POINT (-122.3379415 47.508605),21,Friday,Other
822646349,C17051128,10/13/2017 22:30,"ASSAULT, HANDGUN","ASSAULT, HANDGUN",,19500 Block FREMONT AV N,,SHORELINE,WA,98133,,47.7705162,-122.3512752,10/19/2017 5:30,11/16/2017 6:32,POINT (-122.3512752 47.7705162),22,Friday,Assault with Deadly Weapon
822810942,C17051193,10/14/2017 12:30,VANDALISM UNDER $1500,VANDALISM UNDER $1500,,10700 Block 14 AV SW,,SEATTLE,WA,98146,,47.5071407,-122.3524351,10/21/2017 5:30,11/16/2017 6:32,POINT (-122.3524351 47.5071407),12,Saturday,Property Crime
824360934,C17051172,10/14/2017 17:00,"BURGLARY, RES., F/E","BURGLARY, RES., F/E",,600 Block NW 163 ST,,SHORELINE,WA,98177,,47.7471893,-122.3637404,10/27/2017 5:30,11/16/2017 6:32,POINT (-122.3637404 47.7471893),17,Saturday,Breaking & Entering
822732798,C17051226,10/15/2017 16:30,"ASSAULT, SIMPLE","ASSAULT, SIMPLE",,5500 Block 224 AV NE,,REDMOND,WA,98053,,47.6576288,-122.0411323,10/20/2017 5:30,11/16/2017 6:32,POINT (-122.0411323 47.6576288),16,Sunday,Assault
822946355,C17051789,6/28/2017 0:00,CREDIT CARD/ATM FRAUD,CREDIT CARD/ATM FRAUD,,26000 Block SE ISSAQUAH FALL CITY RD,,ISSAQUAH,WA,98029,,47.5695187,-121.9914471,10/23/2017 5:31,11/19/2017 6:32,POINT (-121.9914471 47.5695187),0,Wednesday,Property Crime
822732792,C17051252,10/16/2017 6:00,VANDALISM UNDER $1500,VANDALISM UNDER $1500,,1400 Block NW RICHMOND BEACH RD,,SHORELINE,WA,98177,,47.7693785,-122.3761067,10/20/2017 5:30,11/16/2017 6:32,POINT (-122.3761067 47.7693785),6,Monday,Property Crime
822646281,C17702807,10/16/2017 12:40,VANDALISM UNDER $1500,VANDALISM UNDER $1500,,1400 Block NW RICHMOND BEACH RD,,SHORELINE,WA,98177,,47.7693785,-122.3761067,10/19/2017 5:30,11/16/2017 6:32,POINT (-122.3761067 47.7693785),12,Monday,Property Crime
827203525,C17056895,1/1/2000 0:00,TRESPASS,TRESPASS,,17100 Block SE 276 ST,,COVINGTON,WA,98042,,47.3545746,-122.1138579,11/22/2017 6:32,11/22/2017 6:32,POINT (-122.1138579 47.3545746),0,Saturday,Property Crime
822646271,C17051183,10/16/2017 16:00,"VIOLATION OF COURT ORDERS, (FELONY)","VIOLATION OF COURT ORDERS, (FELONY)",,27100 Block 185 AV SE,,COVINGTON,WA,98042,,47.3583964,-122.0955644,10/19/2017 5:30,11/16/2017 6:32,POINT (-122.0955644 47.3583964),16,Monday,Other
822732787,C17051122,10/16/2017 17:30,VANDALISM UNDER $1500,VANDALISM UNDER $1500,,19200 Block DES MOINES MEMORIAL DR S,,SEATAC,WA,98148,,47.4311749,-122.3183137,10/20/2017 5:30,11/16/2017 6:32,POINT (-122.3183137 47.4311749),17,Monday,Property Crime
822886231,C17051175,10/16/2017 17:45,"LARCENY, TFB","LARCENY, TFB",,18600 Block 42 AV S,,SEATAC,WA,98188,,47.4355734,-122.2816592,10/22/2017 5:30,11/16/2017 6:32,POINT (-122.2816592 47.4355734),17,Monday,Theft
822646252,C17051125,10/16/2017 20:30,"THEFT, AUTO","THEFT, AUTO",,26100 Block SE 39 WAY,,ISSAQUAH,WA,98029,,47.5744451,-121.9918229,10/19/2017 5:30,11/16/2017 6:32,POINT (-121.9918229 47.5744451),20,Monday,Theft of Vehicle
822646244,C17051220,10/16/2017 22:00,"BURGLARY, COMM., ATTEMPT","BURGLARY, COMM., ATTEMPT",,27300 Block COVINGTON WAY SE,,COVINGTON,WA,98042,,47.3570486,-122.1243595,10/19/2017 5:30,11/16/2017 6:32,POINT (-122.1243595 47.3570486),22,Monday,Breaking & Entering
822646245,C17702803,10/16/2017 22:00,VANDALISM UNDER $1500,VANDALISM UNDER $1500,,28500 Block 216TH AVE SE,,COVINGTON,WA,98038,,47.3478352,-122.0535561,10/19/2017 5:30,11/16/2017 6:32,POINT (-122.0535561 47.3478352),22,Monday,Property Crime
822646240,C17702811,10/16/2017 22:15,"LARCENY, NSC","LARCENY, NSC",,12000 Block 4TH AVE SW,,BURIEN,WA,98146,,47.4957164,-122.3390957,10/19/2017 5:30,11/16/2017 6:32,POINT (-122.3390957 47.4957164),22,Monday,Theft
822646239,C17051234,10/16/2017 22:27,"THEFT, AUTO","THEFT, AUTO",,13000 Block MLK JR WAY S,,SEATTLE,WA,98178,,47.4862594,-122.255868,10/19/2017 5:30,11/16/2017 6:32,POINT (-122.255868 47.4862594),22,Monday,Theft of Vehicle
822732785,C17051235,10/16/2017 23:30,"THEFT, AUTO","THEFT, AUTO",,10800 Block MYERS WAY S,,SEATTLE,WA,98168,,47.5064839,-122.3318135,10/20/2017 5:30,11/16/2017 6:32,POINT (-122.3318135 47.5064839),23,Monday,Theft of Vehicle
822646230,C17051112,10/17/2017 0:00,TRESPASS,TRESPASS,,9600 Block 98 AV S,,SEATTLE,WA,98136,,47.5152821,-122.3963092,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.3963092 47.5152821),0,Tuesday,Property Crime
822646231,C17051244,10/17/2017 0:00,TRESPASS,TRESPASS,,10600 Block 16 AV SW,,SEATTLE,WA,98146,,47.5085569,-122.3550955,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.3550955 47.5085569),0,Tuesday,Property Crime
822646236,C17051115,10/17/2017 0:00,TRESPASS,TRESPASS,,13800 Block NE 175 ST,,WOODINVILLE,WA,98072,,47.7544945,-122.1552052,10/19/2017 5:30,11/16/2017 6:32,POINT (-122.1552052 47.7544945),0,Tuesday,Property Crime
822732783,C17051134,10/17/2017 0:01,"LARCENY, TFA","LARCENY, TFA",,28700 Block 34 AV S,,AUBURN,WA,98001,,47.3449722,-122.2893802,10/20/2017 5:30,11/16/2017 6:31,POINT (-122.2893802 47.3449722),0,Tuesday,Theft from Vehicle
822646227,C17051098,10/17/2017 0:13,VANDALISM OVER $1500,VANDALISM OVER $1500,,RAINIER AV S & S WABASH ST,,SEATTLE,WA,98118,,47.5295596,-122.269993,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.269993 47.5295596),0,Tuesday,Property Crime
822646226,C17702808,10/17/2017 0:45,"LARCENY, NSC","LARCENY, NSC",,21200 Block SE 275TH CT,,MAPLE VALLEY,WA,98038,,47.3547987,-122.0576078,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.0576078 47.3547987),0,Tuesday,Theft
822646225,C17051106,10/17/2017 2:25,DUI,DUI,,NE 145 ST & 11 AV NE,,SEATTLE,WA,98007,,47.6201692,-122.146663,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.146663 47.6201692),2,Tuesday,Traffic
822646224,C17051255,10/17/2017 2:30,VANDALISM UNDER $1500,VANDALISM UNDER $1500,,3700 Block S 168 ST,,SEATAC,WA,98188,,47.452868,-122.2861886,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.2861886 47.452868),2,Tuesday,Property Crime
822646223,C17051119,10/17/2017 3:00,VANDALISM UNDER $1500,VANDALISM UNDER $1500,,18500 Block STONE AV N,,SHORELINE,WA,98133,,47.7632776,-122.3422204,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.3422204 47.7632776),3,Tuesday,Property Crime
822646219,C17702799,10/17/2017 6:00,VANDALISM UNDER $1500,VANDALISM UNDER $1500,,19400 Block SE 261ST ST,,COVINGTON,WA,98042,,47.3691175,-122.0814001,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.0814001 47.3691175),6,Tuesday,Property Crime
824918270,C17051144,10/17/2017 6:00,"ASSAULT, SIMPLE","ASSAULT, SIMPLE",,15200 Block 15 AV NE,,SHORELINE,WA,98155,,47.7383517,-122.3128774,11/2/2017 5:31,11/16/2017 6:31,POINT (-122.3128774 47.7383517),6,Tuesday,Assault
822732780,C17051113,10/17/2017 6:18,"THEFT, AUTO","THEFT, AUTO",,28700 Block 34 AV S,,AUBURN,WA,98001,,47.3449722,-122.2893802,10/20/2017 5:30,11/16/2017 6:31,POINT (-122.2893802 47.3449722),6,Tuesday,Theft of Vehicle
822646218,C17051222,10/17/2017 7:55,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,18700 Block 68 AV NE,,KENMORE,WA,98028,,47.7638324,-122.2495547,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.2495547 47.7638324),7,Tuesday,Other
822646216,C17051162,10/17/2017 8:00,TRESPASS,TRESPASS,,15800 Block 1 AV S,,BURIEN,WA,98148,,47.4624805,-122.3339202,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.3339202 47.4624805),8,Tuesday,Property Crime
824360994,C17702885,7/31/2017 11:00,MAIL THEFT,MAIL THEFT,,39500 Block 208TH AVE SE,,ENUMCLAW,WA,98022,,47.2473194,-122.063655,10/27/2017 5:31,11/22/2017 9:30,POINT (-122.063655 47.24731939999999),11,Monday,Property Crime
822646213,C17051132,10/17/2017 9:15,"LARCENY, NSC","LARCENY, NSC",,500 Block S ROYAL BROUGHAM WAY,,SEATTLE,WA,98134,,47.5923916,-122.3268128,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.3268128 47.5923916),9,Tuesday,Theft
822646212,C17051141,10/17/2017 9:49,TRESPASS,TRESPASS,,38500 Block AUBURN,,AUBURN,WA,,,47.3073228,-122.2284532,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.2284532 47.3073228),9,Tuesday,Property Crime
822732779,C17051217,10/17/2017 10:00,"BURGLARY, RES., F/E","BURGLARY, RES., F/E",,10600 Block MYERS WAY S,,SEATTLE,WA,98168,,47.5114788,-122.3289766,10/20/2017 5:30,11/16/2017 6:31,POINT (-122.3289766 47.5114788),10,Tuesday,Breaking & Entering
826777420,C17051170,10/17/2017 10:00,CONTROLLED SUBSTANCE VIOLATION,CONTROLLED SUBSTANCE VIOLATION,,300 Block RAILROAD AV N,,KENT,WA,98032,,47.38327,-122.232344,11/16/2017 6:31,11/16/2017 6:31,POINT (-122.232344 47.38327),10,Tuesday,Drugs
822646208,C17051154,10/17/2017 11:00,"ASSAULT, SIMPLE","ASSAULT, SIMPLE",,27900 Block 166 AV SE,,COVINGTON,WA,98042,,47.3516095,-122.1198435,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.1198435 47.3516095),11,Tuesday,Assault
822646206,C17051158,10/17/2017 11:10,"ASSAULT, SIMPLE","ASSAULT, SIMPLE",,13900 Block NE 195 ST,,WOODINVILLE,WA,98072,,47.7689159,-122.1543041,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.1543041 47.7689159),11,Tuesday,Assault
822646205,C17051211,10/17/2017 11:28,"LARCENY, S/L","LARCENY, S/L",,100 Block SW 148 ST,,BURIEN,WA,98166,,47.4699978,-122.3347475,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.3347475 47.4699978),11,Tuesday,Theft
822646203,C17051160,10/17/2017 11:43,CONTROLLED SUBSTANCE VIOLATION,CONTROLLED SUBSTANCE VIOLATION,,B SW 122 ST & 7 PL SW,,BURIEN,WA,98146,,47.4939428,-122.3436955,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.3436955 47.4939428),11,Tuesday,Drugs
822646199,C17051171,10/17/2017 12:41,"LARCENY, S/L","LARCENY, S/L",,15500 Block WESTMI,,SHORELINE,WA,98133,,47.7423784,-122.3457687,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.3457687 47.7423784),12,Tuesday,Theft
822646198,C17051192,10/17/2017 12:50,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,17300 Block INTERNATIONAL BLVD,,SEATAC,WA,98188,,47.4479326,-122.295449,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.295449 47.4479326),12,Tuesday,Other
822646196,C17051197,10/17/2017 13:20,"LARCENY, NSC","LARCENY, NSC",,9600 Block 14 AV SW,,SEATTLE,WA,98106,,47.5173032,-122.3528964,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.3528964 47.5173032),13,Tuesday,Theft
822886228,C17051184,10/17/2017 13:40,TRESPASS,TRESPASS,,10400 Block 17 AV SW,,SEATTLE,WA,98146,,47.5100363,-122.3564185,10/22/2017 5:30,11/16/2017 6:31,POINT (-122.3564185 47.5100363),13,Tuesday,Property Crime
822646188,C17051199,10/17/2017 14:00,"ASSAULT, AGGRAVATED","ASSAULT, AGGRAVATED",,15400 Block SE 132 ST,,RENTON,WA,98059,,47.4846893,-122.1350605,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.1350605 47.4846893),14,Tuesday,Assault
822946296,C17051229,10/17/2017 14:19,"THEFT, AUTO","THEFT, AUTO",,17700 Block 32 AV S,,SEATAC,WA,98188,,47.4415273,-122.2920429,10/23/2017 5:30,11/16/2017 6:31,POINT (-122.2920429 47.4415273),14,Tuesday,Theft of Vehicle
822732774,C17051214,10/17/2017 15:00,TRESPASS,TRESPASS,,26600 Block MAPLE VALLEY,,MAPLE VALLEY,WA,98038,,47.3632606,-122.021303,10/20/2017 5:30,11/16/2017 6:31,POINT (-122.021303 47.3632606),15,Tuesday,Property Crime
822646181,C17051216,10/17/2017 15:37,"LARCENY, NSC","LARCENY, NSC",,31700 Block NE 171 ST,,DUVALL,WA,98019,,47.7482848,-121.9125867,10/19/2017 5:30,11/16/2017 6:31,POINT (-121.9125867 47.7482848),15,Tuesday,Theft
822646179,C17051218,10/17/2017 16:04,VANDALISM UNDER $1500,VANDALISM UNDER $1500,,1500 Block NW MARKET ST,,SEATTLE,WA,98107,,47.6690594,-122.3769937,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.3769937 47.6690594),16,Tuesday,Property Crime
822646178,C17051212,10/17/2017 16:10,CONTROLLED SUBSTANCE VIOLATION,CONTROLLED SUBSTANCE VIOLATION,,YESLER ST & 3 AV,,SEATTLE,WA,98104,,47.6017208,-122.3304467,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.3304467 47.6017208),16,Tuesday,Drugs
822646176,C17051239,10/17/2017 17:00,"ROBBERY, HIGHWAY","ROBBERY, HIGHWAY",,26600 Block 180 AV SE,,COVINGTON,WA,98042,,47.363554,-122.1019537,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.1019537 47.363554),17,Tuesday,Robbery
822646175,C17051225,10/17/2017 17:15,VANDALISM UNDER $1500,VANDALISM UNDER $1500,,22400 Block SE 329 ST,,AUBURN,WA,98092,,47.3067273,-122.1074433,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.1074433 47.3067273),17,Tuesday,Property Crime
822646173,C17051227,10/17/2017 17:46,"ASSAULT, SIMPLE","ASSAULT, SIMPLE",,1200 Block NE 168 ST,,SHORELINE,WA,98155,,47.7505043,-122.3157818,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.3157818 47.7505043),17,Tuesday,Assault
824702787,C17051237,10/17/2017 18:30,"ASSAULT, SIMPLE","ASSAULT, SIMPLE",,24200 Block SE 40 PL,,SAMMAMISH,WA,98029,,47.5728708,-122.0175117,10/31/2017 5:30,11/16/2017 6:31,POINT (-122.0175117 47.5728708),18,Tuesday,Assault
822732770,C17051241,10/17/2017 18:40,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,SW CLOVERDALE ST & DELRIDGE WAY SW,,SEATTLE,WA,98106,,47.526484,-122.3604505,10/20/2017 5:30,11/16/2017 6:31,POINT (-122.3604505 47.526484),18,Tuesday,Other
822646172,C17051256,10/17/2017 19:00,"LARCENY, TFA","LARCENY, TFA",,14000 Block NE 181 PL,,WOODINVILLE,WA,98072,,47.7592128,-122.1516718,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.1516718 47.7592128),19,Tuesday,Theft from Vehicle
825664729,C17051129,10/17/2017 19:01,"ASSAULT, SIMPLE","ASSAULT, SIMPLE",,3800 Block MONTLAKE BLVD NE,,SEATTLE,WA,98195,,47.6497362,-122.3019312,11/8/2017 6:30,11/16/2017 6:31,POINT (-122.3019312 47.6497362),19,Tuesday,Assault
822646169,C17051250,10/17/2017 19:25,"ASSAULT, SIMPLE","ASSAULT, SIMPLE",,27400 Block 237 PL SE,,MAPLE VALLEY,WA,98038,,47.355843,-122.0248907,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.0248907 47.355843),19,Tuesday,Assault
822646168,C17051240,10/17/2017 19:40,"ASSAULT, AGGRAVATED","ASSAULT, AGGRAVATED",,300 Block PINE ST,,SEATTLE,WA,98101,,47.611476,-122.338605,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.338605 47.611476),19,Tuesday,Assault
822886332,C17051748,9/15/2017 12:00,VANDALISM UNDER $1500,VANDALISM UNDER $1500,,11000 Block W MARGINAL PL S,,TUKWILA,WA,98168,,47.508843,-122.3004878,10/22/2017 5:31,11/19/2017 6:32,POINT (-122.3004878 47.508843),12,Friday,Property Crime
822646163,C17051257,10/17/2017 22:00,"ASSAULT, SIMPLE","ASSAULT, SIMPLE",,20200 Block AURORA AV N,,SHORELINE,WA,98133,,47.7750987,-122.3431874,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.3431874 47.7750987),22,Tuesday,Assault
822646162,C17702815,10/17/2017 22:10,IDENTITY THEFT,IDENTITY THEFT,,18300 Block AURORA AVE N,,SHORELINE,WA,98133,,47.7616364,-122.345942,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.345942 47.7616364),22,Tuesday,Property Crime
822646160,C17051091,10/17/2017 22:46,DUI,DUI,,14600 Block 7 AV SW,,BURIEN,WA,98166,,47.4722167,-122.3430992,10/19/2017 5:30,11/16/2017 6:31,POINT (-122.3430992 47.4722167),22,Tuesday,Traffic
822886281,C17051765,10/5/2017 19:10,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,15200 Block 10 AV SW,,BURIEN,WA,98166,,47.4667378,-122.3472079,10/22/2017 5:30,11/19/2017 6:32,POINT (-122.3472079 47.4667378),19,Thursday,Other
823444524,C17051781,10/10/2017 8:20,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,19700 Block 64 AV NE,,KENMORE,WA,98028,,47.7720982,-122.2561229,10/24/2017 5:30,11/19/2017 6:32,POINT (-122.2561229 47.77209819999999),8,Tuesday,Other
822810947,C17702835,10/13/2017 0:00,"LARCENY, TFA","LARCENY, TFA",,2100 Block SW 104TH ST,,SEATTLE,WA,98146,,47.5100612,-122.3609058,10/21/2017 5:30,11/19/2017 6:32,POINT (-122.3609058 47.5100612),0,Friday,Theft from Vehicle
822946305,C17051828,10/14/2017 20:00,"LARCENY, TFA","LARCENY, TFA",,1000 Block S 144 ST,,BURIEN,WA,98168,,47.4741987,-122.3180909,10/23/2017 5:30,11/19/2017 6:32,POINT (-122.3180909 47.4741987),20,Saturday,Theft from Vehicle
822810939,C17702840,10/15/2017 17:45,MAIL THEFT,MAIL THEFT,,24000 Block SE 279TH ST,,MAPLE VALLEY,WA,98038,,47.3517137,-122.0216576,10/21/2017 5:30,11/19/2017 6:32,POINT (-122.0216576 47.3517137),17,Sunday,Property Crime
822810930,C17702836,10/17/2017 1:00,"LARCENY, TFA","LARCENY, TFA",,19700 Block INTERNATIONAL BLVD,,SEATAC,WA,98188,,47.4261608,-122.2947374,10/21/2017 5:30,11/19/2017 6:32,POINT (-122.2947374 47.4261608),1,Tuesday,Theft from Vehicle
822810925,C17702838,10/17/2017 16:40,IDENTITY THEFT,IDENTITY THEFT,,29200 Block 51ST AVE S,,AUBURN,WA,98001,,47.3422461,-122.2703704,10/21/2017 5:30,11/19/2017 6:32,POINT (-122.2703704 47.3422461),16,Tuesday,Property Crime
822886226,C17051737,10/17/2017 19:00,"THEFT, AUTO","THEFT, AUTO",,200 Block SW 129,,BURIEN,WA,98146,,47.4879099,-122.3365243,10/22/2017 5:30,11/19/2017 6:32,POINT (-122.3365243 47.4879099),19,Tuesday,Theft of Vehicle
823444475,C17350526,10/18/2017 8:00,"BURGLARY, COMM., F/E","BURGLARY, COMM., F/E",,8000 Block NE 185,,KENMORE,WA,98028,,47.7623064,-122.2328838,10/24/2017 5:30,11/19/2017 6:32,POINT (-122.2328838 47.7623064),8,Wednesday,Breaking & Entering
822810911,C17051770,10/18/2017 14:30,"ASSAULT, OTHER WEAPONS","ASSAULT, OTHER WEAPONS",,CENTRAL AV N & E JAMES ST,,KENT,WA,98031,,47.3866696,-122.2310878,10/21/2017 5:30,11/19/2017 6:32,POINT (-122.2310878 47.3866696),14,Wednesday,Assault
822732724,C17051271,10/18/2017 22:15,VANDALISM OVER $1500,VANDALISM OVER $1500,,1200 Block NE 187 ST,,SHORELINE,WA,98155,,47.7639604,-122.3157419,10/20/2017 5:30,11/16/2017 6:31,POINT (-122.3157419 47.7639604),22,Wednesday,Property Crime
822946293,C17051827,10/18/2017 20:00,"BURGLARY, RES., F/E","BURGLARY, RES., F/E",,1800 Block N 167 ST,,SHORELINE,WA,98133,,47.7505441,-122.3371052,10/23/2017 5:30,11/19/2017 6:32,POINT (-122.3371052 47.7505441),20,Wednesday,Breaking & Entering
822810891,C17702833,10/19/2017 2:00,MAIL THEFT,MAIL THEFT,,SE 204TH PL & 143RD PL SE,,KENT,WA,98042,,47.4190703,-122.1499798,10/21/2017 5:30,11/19/2017 6:32,POINT (-122.1499798 47.4190703),2,Thursday,Property Crime
822810888,C17051672,10/19/2017 3:00,"THEFT, AUTO","THEFT, AUTO",,15700 Block SE 382 PL,,AUBURN,WA,98092,,47.2589487,-122.1311468,10/21/2017 5:30,11/19/2017 6:32,POINT (-122.1311468 47.2589487),3,Thursday,Theft of Vehicle
822810874,C17702834,10/19/2017 15:15,"LARCENY, NSC","LARCENY, NSC",,19300 Block WALLINGFORD AVE N,,SHORELINE,WA,98133,,47.7703194,-122.3375971,10/21/2017 5:30,11/19/2017 6:32,POINT (-122.3375971 47.7703194),15,Thursday,Theft
822886204,C17051705,10/19/2017 18:00,"THEFT, AUTO","THEFT, AUTO",,10000 Block 21 AV SW,,SEATTLE,WA,98146,,47.5136729,-122.3605173,10/22/2017 5:30,11/19/2017 6:32,POINT (-122.3605173 47.5136729),18,Thursday,Theft of Vehicle
822886205,C17051667,10/19/2017 18:00,"BURGLARY, RES., F/E","BURGLARY, RES., F/E",,400 Block SW 154 ST,,BURIEN,WA,98166,,47.4650563,-122.3392116,10/22/2017 5:30,11/19/2017 6:32,POINT (-122.3392116 47.46505630000001),18,Thursday,Breaking & Entering
822886203,C17051779,10/19/2017 18:45,"LARCENY, S/L","LARCENY, S/L",,20000 Block AURORA AV N,,SHORELINE,WA,98133,,47.7741375,-122.3455957,10/22/2017 5:30,11/19/2017 6:32,POINT (-122.3455957 47.77413749999999),18,Thursday,Theft
822886202,C17051758,10/19/2017 19:00,"THEFT, AUTO","THEFT, AUTO",,11300 Block 26 AV S,,BURIEN,WA,98168,,47.5017306,-122.2989915,10/22/2017 5:30,11/19/2017 6:32,POINT (-122.2989915 47.50173059999999),19,Thursday,Theft of Vehicle
822810864,C17051691,10/19/2017 19:30,"THEFT, AUTO","THEFT, AUTO",,600 Block SW 153 ST,,BURIEN,WA,98166,,47.4659107,-122.34185,10/21/2017 5:30,11/19/2017 6:32,POINT (-122.34185 47.46591069999999),19,Thursday,Theft of Vehicle
822886201,C17051801,10/19/2017 20:00,"THEFT, AUTO","THEFT, AUTO",,3100 Block S 148 ST,,SEATAC,WA,98168,,47.4706551,-122.2930668,10/22/2017 5:30,11/19/2017 6:32,POINT (-122.2930668 47.47065509999999),20,Thursday,Theft of Vehicle
822886199,C17051725,10/19/2017 20:15,"LARCENY, TFA","LARCENY, TFA",,20400 Block 32 PL S,,SEATAC,WA,98198,,47.419052,-122.2915354,10/22/2017 5:30,11/19/2017 6:32,POINT (-122.2915354 47.419052),20,Thursday,Theft from Vehicle
822886198,C17051714,10/19/2017 21:00,"LARCENY, TFA","LARCENY, TFA",,3800 Block S 302 ST,,AUBURN,WA,98001,,47.3311624,-122.2850061,10/22/2017 5:30,11/19/2017 6:32,POINT (-122.2850061 47.3311624),21,Thursday,Theft from Vehicle
822886196,C17051666,10/19/2017 23:00,TRESPASS,TRESPASS,,16200 Block SYLV,,BURIEN,WA,98166,,47.4577298,-122.3394638,10/22/2017 5:30,11/19/2017 6:32,POINT (-122.3394638 47.4577298),23,Thursday,Property Crime
822886192,C17051720,10/20/2017 0:00,"THEFT, AUTO","THEFT, AUTO",,3200 Block S 176 ST,,SEATAC,WA,98188,,47.445727,-122.291079,10/22/2017 5:30,11/19/2017 6:32,POINT (-122.291079 47.445727),0,Friday,Theft of Vehicle
822886193,C17051664,10/20/2017 0:00,DUI,DUI,,SW 128 ST & AMBAUM BLVD SW,,BURIEN,WA,98146,,47.4884264,-122.3499964,10/22/2017 5:30,11/19/2017 6:32,POINT (-122.3499964 47.48842639999999),0,Friday,Traffic
